Name,URL,Description,Image,,
Amrutvarshini,blob:https://liveradios.in/a1e3acd7-d13a-4f9e-a85c-5ac6759c8ea1,"Amruthavarshini 100.1 FM, is a classical music channel from All India Radio.Listen to classical music and songs by tuning to Amrutvarshini Classical radio staion online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/1200px-Logo_of_AIR.svg_.png,,
Kannada Romantic Radio,https://securestreams8.autopo.st:3025/1,Kannada Romantic Radio is a n online Kannada music station from Hungama.It plays the Romatic songs from Kannada movies.Listen to Kannada Romantic Radio music radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kannada-romantic.jpg,,
BCU Radio,https://radio.bcu.ac.in/radio/8000/radio.mp3,Bengaluru City University Radio or BCU Radio is an online education radio station from Bengaluru Karnataka.BCU Radio broadcasts education programmes and events from Bengaluru City University.Listen to BCU Kannada radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/bcuradio.jpg,,
Namma Dhwani 90.4,blob:https://liveradios.in/0531a27b-0528-4382-bcf1-d7334fe852a1,"Namma Dhwani 90.4 CRS is integrated into a federation of Self Help Group of women and men, which has come to be known as Community Managed Resource Centre (CMRCs) promoted by MYRADA in Budikote Village Kolar district of Karnataka.Listen to Namma Dhwani 90.4 Our Voice kannada community radio station online live.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/namma-dhwani.png,,
Anbu FM Kannada,http://stream.zeno.fm/45f9c2byfy8uv,Anbu FM Kannadaonline radio station broadcasting from Karnataka.It plays music and songs from Karnataka.Listen to latest sandalwood songs and favorite kannada songs.Listen to Anbu FM Kannada radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/anbu-kannada.jpg,,
Namm Radio USA,https://stream.zenolive.com/kc4wg3ent1duv,"Namm Radio USA is Kannada’s first International digital radio station streams music of both Kannada films and non films from America.One can savour the Kannada language and heritage of Karnataka while listening to NammRadio’s Kannada music and songs and the shows – Yaakandre, Kannada kelo majaane bere.Listen to Namm Radio USA Kannada radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/namm-radio-kannada.jpg,,
Namm Radio Gulf,https://stream.zeno.fm/kgw2tp5p1y5tv,"Namm Radio Gulf is Kannada’s first International digital radio station streams music of both Kannada films and non films.One can savour the Kannada language and heritage of Karnataka while listening to NammRadio’s Kannada music and songs and the shows – Yaakandre, Kannada kelo majaane bere.Listen to Namm Radio Gulf Kannada radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/namm-radio-kannada.jpg,,
Namm Radio Europe,https://stream.zeno.fm/zhfktkwb0ueuv,"Namm Radio Europe is Kannada’s first International digital radio station streams music of both Kannada films and non films.One can savour the Kannada language and heritage of Karnataka while listening to Namm Radio’s Kannada music and songs and the shows – Yaakandre, Kannada kelo majaane bere.Listen to Namm Radio Europe Kannada radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/namm-radio-kannada.jpg,,
Radio Stuthi,https://17483.live.streamtheworld.com/SP_R2570499_SC,Radio Stuthi FM is a Kannada Christian Radio having broadcasting from Karnataka. Listen to Radio Stuthi FM Kannada Christian FM to listen to your favorite Kannada Christian songs.Radio Stuthi FM contains a huge variety of programs telecasting wonderful Kannada Christian songs Tune to Radio Stuthi FM listen now.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radio-stuthi.jpg,,
Sri Harmandir Sahib Live Kirtan,https://radio.sikhnet.com/proxy/channel9/live,"Sri Harmandir Sahib Live Kirtan radio by SGPC.net.Listen to Live Gurbani Kirtan from Shri Harmandir Sahib , Amritsar. And many more Gurbani Channels and Live from Darbar Sahib and The Golden Temple Live.Listen to Gurbani kirtan live every day from Sri Harimandir Sahib (Darbar Sahib or Golden Temple). Starting early morning and continuing till late night.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kirtan.jpg,,
Mirchi Delhi Punjabi,blob:https://liveradios.in/9158c12c-0367-4bca-b4fd-af116616d176,Mirchi Delhi Punjabi is a punjabi radio station from the house of Radio Mirchi.Radio delhi punjabi plays the hottest punjabi songs.Listen to Mirchi Delhi Punjabi only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Mirchi_Delhi_Punjabi.jpg,,
Yo Punjabi Mirchi,blob:https://liveradios.in/8851bcbf-d86c-45c5-bbd4-bea54afc5b84,Yo Punjabi Mirchi having Tagline Desi Sound Urban beats is a punjabi internet radio station from the house of Radio Mirchi.Listen to Yo Yo Punjabi Mirchi radio only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/yopunjabimirchi.jpg,,
Tiwana Radio,https://cors.bitwize.com.lb/http://mehramedia.com:7000/,,"Tiwana Radio is Online Punjabi Radio From Patiala Punjab India.Tiwana Radio plays non stop super hit punjabi songs.
Listen to Tiwana Radio punjabi radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tiwanaradio.jpg,
Sikh Radio,https://gill.sukhpal.net:4432/radio/8030/radio.mp3,"Sikh Radio is playing 24/7 Sikh Sangeet,Shabad Kirtan, Gurbani Uchaaran, Dharmik, Katha Gurmat Veechar.Listen to Sikh Radio online only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/sikhradio.jpg,,
Spice Radio 1200 AM,blob:https://liveradios.in/3603648a-6e7f-4d92-82fa-62c601ca777a,"Spice Radio 1200 AM is the South Asian Top 40 Music Station in Canada.Contemporary hit music from India represents over 80% of programming, interspersed with hourly news reports, weather, traffic and sports.Listen to Spice Radio 1200 AM online only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/spiceradio1200am.jpg,,
Punjabi Radio USA,https://s5.voscast.com:9281/stream,"Punjabi Radio USA is a Punjabi language radio station providing variety programming ranging from Music, Daily NEWS, Devotional programming – Shabad Gurbani, Talk Shows to special Interviews regarding the latest issues and events.Punjabi Radio USA, headquartered in San Jose, California is dedicated to the Punjabi Diaspora living in United State of America and worldwide which yearns to connect to their roots of Punjab culture and heritage. Broadcasting 24/7.Listen to Punjabi radio USA live online only on LIveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/punjabiradiousa.jpg,,
Dhol Radio,https://www.liveradio.es/http://gill.sukhpal.net:8000/radio.mp3,"Dhol Radio is Punjabi Internet Radio. Dhol Radio is the first Punjabi Radio which is broadcasting from a village of Punjab. Dhol Radio 24/7 Punjabi Music, Bhangra, Desi, Hindi, Remix, phone calls talk, Request Songs Just tune in to Dhol Radio.Listen to Dhol radio only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/dholradio.jpg,,
CMR 101.3 HD4,https://live.cmr24.net/CMR/Punjabi-MQ/icecast.audio,"CMR 101.3 HD4 is Canada’s First HD Punjabi Radio, with 24 hours from City Toronto Ontario Canada.
CMR 101.3 Punjabi radio station programs consists of classic, modern and entertaining punjabi music!.
Canadian Multicultural Radio, CJSA-FM .Listen to CMR 101.3 HD4 Punjabi trdaio only on liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/cmr101.3.jpg,,
Harman Radio,https://radio.sanbroz.com/radio/8000/radio.mp3,"Harman Radio Australia – First 24×7 live Punjabi webradio of Australia.Harman Radio Australia’s mission is to promote and develop our values, language & culture in multicultural society of our new home.  We want children born here to get knowledge and awareness about our golden heritage & culture and feel proud of it.Harman Radio Australia live streaming online only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/harmanradio.jpg,,
Radio City Punjabi,https://stream.zeno.fm/xemq0n3zrf9uv,Radio City Punjabi plays latest Punjabi songs and Punjabi Album Music. Upbeat Punjabi party hit songs streaming live 24×7.Radio City Punjabi is a Punjabi Music online radio station.Listen to Radio City Punjabi only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiocity.jpg,,
Brit Asia Radio,https://s4.radio.co/sfefce156f/listen,"Brit Asia Radio will be playing the latest music, including the biggest current chart hits, as well as emerging music to support upcoming artists within the industry.
With week-to-week programming, BritAsia Radio presenters will also be bringing you the latest news updates, exclusive artist interviews, and bespoke playlists so that listeners never miss out on their favourite tracks.
Listen to Brit asia radio online on liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/britasiaradio.jpg,,
Radio Humsafar 1350 AM,https://ice66.securenetsystems.net/CIRF,Radio Humsafar is a radio network providing South Asian programming in Brampton Canada.radio Humsafar is a punjabi radio Station.Listen to Radio Humsafar live only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/humsafar1310.jpg,,
Avtar Radio,https://radio.sanbroz.com/radio/8020/radio.mp3,Avtar Radio  is First Community Radio Broadcasting from the Village named Seechewal at 90.4 MHZ.Moto of the Radio is Voice of Environment.Listen to Avtar Radio  90.4 fm only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/avtarradio.jpg,,
CJMR 1320,https://playerservices.streamtheworld.com/api/livestream-redirect/CJMRAMAAC.aac,"CJMR 1320 – “The Voice Of The City” – is a full time Multi-Cultural radio station carrying fifteen different languages weekly!
CJMR 1320 serves the Greater Toronto Area, and with over 650,000 people of South Asian background in our coverage area, CJMR 1320 is the biggest and most powerful broadcaster in the community with over 120 hours each week in Punjabi, Hindi, Urdu, and Gujarati!.Listen to CJMR 1320 live streaming online only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/cjmr1320.gif,,
Hot Now Punjabi Radio,https://securestreams8.autopo.st:3019/1,Hot Now Punjabi Radio super hit punjabi Hits and latest Bhangra music.Hot Now Punjabi Radio is a online raio station provided by Radio Hungama live.Listen to all super hit punjabi songs live online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/hot-now-punjabi-radio.jpg,,
Gurbani Kirtan,https://gurbanikirtan.radioca.st/start.mp3,"Shabad Gurbani radio station that broadcasts devotional Sikh Gurbani Kirtan 24/7 online. A “MUST HAVE” phone app for anyone who enjoys Gurbani Kirtan anytime/anywhere.We broadcast at one of the highest bitrates for crystal clear sound.Choose channels, including Live Gurbani Kirtan from Gurdwaras around the world (Including Harmandir Sahib, Takhat Hazur Sahib)",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/gurbanikirtan.jpg,,
BBC Asian Network,https://stream.live.vc.bbcmedia.co.uk/bbc_asian_network,"BBC Asian Network is a British radio station operated by the BBC. BBC Asian Network target audience is people “with an interest in British Asian lifestyles”. The station has production centres in London and Birmingham.Asian Network plays the best in Asian music. We play big bhangra tracks, the freshest bollywood, the best RnB and hip hop and the hottest underground club mixes. And it’s all wrapped up with the latest news, entertainment and live events.Listen to BBC Asian Network radio online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/asian.jpg,,
Radio Voice of Punjab,https://radio.sanbroz.com/radio/8030/radio.mp3,"Radio Voice of Punjab 1050 AM is Houston’s First Punjabi Radio hosted by KPS Gill broadcasting 24×7 live everyday.
Listen to Radio Voice of Punjab radio station online only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/voice-of-punjab-red-logo-1024x620-1.jpg,,
Desi Mix Radio,blob:https://liveradios.in/e3852f4c-4b27-4780-9e9a-5fdc349c0be6," Desi Mix Radio is catered to Metro Vancouver’s South Asians.Desi Mix Radio plays a mix of Vibrant and Fun Punjabi songs from the 90’S, UK & 2DAY. Eventually, we will have a blend of even your favourite Bollywood hits! . Desi Mix Radio online.LISTEN TO YOUR FAVOURITE DESIMIX IN CHRYSTAL CLEAR HD ONLINE ANYWHERE & ANYTIME! 107.7 HD2",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/desimix.jpg,,
RED 106.7 FM Calgary,https://ice10.securenetsystems.net/CKYR OR https://www.liveradio.es/http://ice10.securenetsystems.net/CKYR,RED 106.7 CKYRFM Calgary’s Number 1 South Asian Radio Station | Isda Mazaa Hee Kuch Hor Hai brodcasting from Calgary Canada.RED 106.7 is Calgary’s Top Multicultural Radio Station!.Listen to RED 106.7 FM live streaming online radio only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/redfm.jpg,,
Listen Gurbani,https://www.liveradio.es/http://149.56.195.94:8460/stream," listen Guru Granth Sahib ji on a daily basis. Guru Granth Sahib ji containing 1430 Ang (Pages). If a Sikh regular reading Gurbani it could complete within 72 hours. So we are distributing this Gurbani into a 30 minute audio. The listener can easily listen and enjoy the Gurbani.Completion of Gurbani takes 161 days around. We will put daily next Ang (Pages) audio. Now the question is why people like to hear it. Because this is very hard to save 161 audio collection in mobile or Bluetooth player, etc. Because it is hard to remember which Ang(page) Gurbani we were listening. Using online radio our team keep the record of everyday so daily listeners can enjoy Gurbani without any repetition.Listen Gurbani radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/listengurbani-e1617860768735.jpg,,
Connect FM 91.5,https://stream.rcs.revma.com/ygxn9vgennruv,"Connect FM 91.5 Bringing you fresh perspective, credible information, and wholesome entertainment, Connect FM 91.5 MHz is Metro Vancouver’s newest ethnic voice!
As a new era of radio ushers in, Connect FM is your favourite trailblazer of unique and exciting radio. We are your new hub for news, local issues, entertainment, sports, literature, art and culture, and so much more! Connect FM is all about community, putting values, attitudes, and traditions with flare and energy added in at the forefront.,Connect FM will serve Metro Vancouver’s ethnically diverse communities living in Surrey and the seven neighboring municipalities of Burnaby, Coquitlam, Delta, Langley, Maple Ridge, New Westminster and Richmond.,Combining elements of education, empathy, and entertainment, Connect FM strives to strengthen the social fabric of community. It provides its listeners with relevant, engaging content, promoting the vision of Canada and reflecting on the interests, needs, challenges, and aspirations of varying groups and communities. Fostering a sense of belonging by its emphasis on connection, Connect FM builds bridges between people in many ways, from interculturally, between the young and younger, to the old and new. It unites voices with its focus, precision, and thorough research.,As a mixed-media company, Connect FM is the ultimate hub for those who crave more from media and broadcasting! Offering exciting new opportunities, content, discussions, and perspectives, it’s an incredible bridge for Vancouver communities at all ages and stages of life. Connect FM does exactly that—it connects.,Listen to Connect FM 91.5 live online only on Liveradios.in",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/connectfm.jpg,,
Punjabi Songs,https://s2.radio.co/sbb640c97c/listen,Listen to Punjabi Songs and Bhangra. Enjoy our Free Bhangra and Punjabi Songs Radio!.Punjabi songs radio Non Stop Radio and Bhangra and Punjabi songs and albums.Tune to listen to all Punjabi Songs and Bhangra music online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/punjabisongs.jpg,,
Gurdwara Dukh Niwaran Sahib,https://radio.sikhnet.com/proxy/channel10/live,"Listen to Gurbani kirtan live every day from Gurdwara Dukh Niwaran Sahib, Ludhiana. Starting early morning and continuing till late night.Tune to Gurdwara Dukh Niwaran Sahib online radio.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Gurdwara-Dukh-Niwaran-Sahib.jpg,,
Rang FM,https://canada.startradio.in:8000/radio.mp3,"RangFM is an online radio station broadcasting 24/7 music and radio jockey shows direct on the mobile devices through the official application and website.
Our motive to start this radio station is just to entertain you. We are trying our best to keep you tunein with RangFM through our shows, daily updates about things happening around, agriculture seminars, seminar on immigrate to overseas etc.
Phone: +91 98143 36554 Email: rangfmradio@gmail.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/rangfm.jpg,,
Indi Radio,https://canada.startradio.in:8010/radio.mp3,IndiRadio is an online radio station broadcasting worldwide. You can listen 24/7 hour unlimted Hindi and Punjabi music. You are not limited to access this Radio Channel because Your entertainment is our priority. Just download the official mobile applications and enjoy the music from any part of the world.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/indiradio.jpg,,
Raaj FM,https://cors.bitwize.com.lb/http://live.canstream.co.uk:8000/raajfm.mp3,"Raaj FM broadcasts across West Midlands on 91.3FM, online and mobile providing a number of programmes that serve the Punjabi .The best in Asian Punjabi music, entertainment and news. Raaj FM broadcasts a number of programmes that serve the Punjabi community, with information for the varied social, cultural, educational, youth, religious, music, sports, disabled and minority activities and interests of this community.The only dedicated Punjabi radio station in Birmingham.Listen to Raaj FM 91.3 FM radio station online from UK.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/raajfm.jpg,,
DreamZZ Radio BBC,https://canada.startradio.online:8060/radio.mp3,"DreamZZ Radio BBC, your Community Radio Station. We are the Largest 24*7 Indian Live Online Multicultural Radio station Broadcasting in Punjabi, Hindi, Urdu and English from Canada.DreamZZ Radio BBC Bringing you fresh Music perspective, Credible News information, and Full Of Entertainment Live Programs in Metro Vancouver’s . 604-537-1595
Listen to DreamZZ Radio BBC online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/dreamz-radio-bbc.jpg,,
Akash Radio Leeds,https://c2.radioboss.fm:8276/stream,"Akash Radio is an community radio station to listeners within the West Yorkshire area and worldwide on different platforms. Akash Radio, which is based in Leeds, originally started broadcasting on 1323 AM/MW and has many experience in the media industry profession.Akash Radio’s programmes appeal to the vast South Asian & Punjabi speaking population bringing to them a wide range of programmes, topics, music, news, views and religious sermons exclusively from Sri Darbar Sahib, Amritsar and in doing so has established a loyal and growing listenership and membership base. It continues to strive in bringing its listeners the very best in programming. Supported by its listeners, members, private organisations and the business community who advertise, Akash Radio reaches an audience on 1323 AM/MW in Leeds and Surrounding areas within Yorkshire. Also it offers online appealing to National advertisers who wish to reach the Asian audiences.Listen to Akash Radio Leeds online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/akashradioleeds.jpg,,
Srgum Radio,https://radio-admin.srgum.com/radio/8000/radio.mp3,"Srgum Radio is Punjabi Internet Radio. Srgum Radio is the Punjabi Radio which is broadcasting from a village of Punjab. Srgum Radio 24/7 Punjabi Music, Bhangra, Desi, Hindi, Remix, phone calls talk, Request Songs Just tune in to Srgum Radio.isten to Srgum Radio Punjabi radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/srgumradio.jpg,,
DholCutz Radio,https://server2.dholcutzradio.com/live," DholCutz Bhangra Radio broadcasts the Best Punjabi Bhangra Music Albums. DholCutz radio plays the hottest Bhangra songs 24/7! Very Addictive Mental Advisory. Kabu karleyo mitro… From Mainstream to Underground, from the Latest Greatest to the Goldest Oldes.Listen to DholCutz Radio punjabi Bhangra radio online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/dholcutzradio-1.jpg,,
Virat Radio,https://radio.sanbroz.com/radio/8010/radio.mp3,"Virat radio is No 1 Punjabi IP radio .Listen this 24/7 With complete entertainment Listen to Live programs with Neeraj , Seema Sharma.
Listen to Virat Radio Punjabi radio station online playing non stop Punjabi super hit songs live online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/viratradio.jpg,,
Punjabi1 Radio,https://canada.startradio.online:8040/radio.mp3,"Punjab1Radio is an online radio station broadcasting 24/7 music and radio jockey shows direct on the mobile devices through the official application and website.Our motive to start this radio station is just to entertain you. We are trying our best to keep you tunein with RangFM through our shows, daily updates about things happening around, agriculture seminars, seminar on immigrate to overseas etc.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/punjab1radio.jpg,,
Sri Akhand Paath Sahib,https://radio.sikhnet.com/proxy/channel5/live,Listen to a continuous recitation of the Siri Guru Granth Sahib. This will play through the Akhand Paath unbroken in 5 different versions.Tune to Sri Akhand Paath Sahib radio station online live.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/akhand-path.jpg,,
Gulshan Radio,https://vofile.ru/uk/gulshan-radio/icecast.audio,"Gulshan Radio is the first and only Asian radio station in the city of Wolverhampton (UK) broadcasting with a significantly large Punjabi listenership. This listenership primarily belongs to the Doaba region of Punjab.
Wolverhampton has the second highest percentage of Sikh residents living in England, as per the 2011 census with the first Gurdwara built in 1966. Wolverhampton also holds an annual Vaisakhi mela with thousands of people attending the event.Gulshan Radio’s aim is to serve the Community with News, Music and Culture.We Serve the under-served Punjabi, English, Hindi & Urdu speaking Asian community in Wolverhampton and surrounding areas.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/gulshanradio.jpg,,
Sher E Punjab,blob:https://liveradios.in/267415df-e76d-40aa-8bd2-97e240324c80,Sher-E-Punjab Radio is the #1 South Asian News Talk Radio.Sher-E-Punjab Radio broadcast to the South Asian population in Metro Vancouver and Northwest Washington region at 1600 AM.Listen to Sher-E-Punjab Radio Punjabi radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/shareepunjab.jpg,,
Radio Dilon Punjabi,https://cp3.shoutcheap.com:18247/stream,"Radio Dilon Punjabi is a Punjabi language radio station based in Toronto, Ontario, Canada hosted by RJ Harjaap.CHDP – Radio Dilon Punjabi.Radio Dil Se is owned and operated by Dil Se Media Group.It plays suprt hit punjabi songs and bhangra hits.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radio-dilon-punjabi.jpg,,
Radio Risham,https://stream.zeno.fm/4pd041xv1a0uv,Radio Risham 24×7 Indian Punjabi Radio Station from Australia.It is a Sydney and Melbourne based Indian Radio.There are always interesting radio shows to listen to on Radio Risham. Radio Risham is proud to serve the Australia with some of the most inspiring and engaging radio content out there. Tune in for some curated and high quality shows with us. Check out our schedule and never miss your favorite show again!.Listen to Radio Risham online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiorisham.jpg,,
Radio Sugar 90.8,https://cors.bitwize.com.lb/http://91.121.86.167:8157/stream,"Radio Sugar 90.8 is Sangli community radio station for the agriculture peoples.Radio Sugar 90.8 Sangli District Maharashtra.Radio Sugar is an initiated by Kasegain Education Society,Kasegaon. and Rajarambapu Institute of Technology.Radio Sugar 90.8 is to empower every aspect of the local society by providing exact information, entertainment and through providing platform for their talent .It is a literal concept of giving voice to voiceless.Radio Sugar 90.8programming is mainly focused on farmers, youth, women, senior citizens, specially world community, children and students etc….Listen to Radio Sugar 90.8 Community radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiosugar.jpg,,
Radio Parbhani 90.8,https://www.liveradio.es/http://85.25.185.202:8074/stream,Radio Parbhani 90.8 FM is a Marathi community radio station broadcasting from Parbhani Maharashtra.Radio Parbhani 90.8 has various community programmes.Radio Parbhani 90.8 programmes helps in uplifting the community.Ir=t is been the voice of the voiceless.Listen to Radio Parbhani 90.8 community radio sttaion online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Radio-Parbhani.jpg,,
Mirchi Mumbai Marathi,blob:https://liveradios.in/396e681b-8ca3-4e40-98fa-8158d5e383dc,Mirchi Mumbai Marathi – Mumbai’s very own Marathi Radio Station.Mirchi Mumbai Marathi plays the hottest Marathi music & content. Listen to Mirchi Mumbai Marathi radio online only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mirchimumbaimarathi-min.jpg,,
Radio Vishwas 90.8,blob:https://liveradios.in/3e935037-5ba2-49d9-8c06-51f570e54653,"Radio Vishwas 90.8 Fm is a Community Radio from Nashik .Maharastra.Radio Vishwas 90.8 plays popular, selected old Marathi bhavgeet,Natyasangeet cheetrapatgeet &old Hindi songs/gazzals. maintaining strong connection with Marathi culture.Listento Radio Vishwas 90.8 FM radio sttion online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiovishwas.png,,
Marathi Tarang,https://silverstream.radioca.st/,,"Marathi Tarang is a dedicated website for broadcast of Marathi Radio and Music.Marathi Tarang मराठी तरंग मराठी गाण्यांचा रेडिओ Internet Radio running 24 x 7 for exclusive Marathi Songs.मराठी तरंग ही वेब-साईट मराठी रेडिओ आणि संगीताच्या प्रसारणा विषयी आहे.Marathi Tarang radio is broadcasting from Sangli Maharashtra.Listen to Marathi Tarang radio station online.रेडिओ ऐकण्यासाठी प्ले करा मराठी तरंग हा केवळ मराठी गाणी आणि मराठी कार्यक्रम प्रसारीत करणारा वेब किंवा इंटरनेट रेडिओ आहे. आपल्याला सर्व प्रकारची जुनी व दर्जेदार मराठी गाणी या रेडिओवर ऐकता येतात. नाट्यसंगीत, चित्रपट संगीत, भक्तिसंगीत, भावगीते, शास्त्रीय संगीत आणि लोकसंगीत, कथाकथन, निरूपण, कविता वाचन, आरत्या आणि स्तोत्रे, संस्कारपाठ, मनाचे श्लोक असे विविध कार्यक्रम सादर होतात. कोणत्याही जाहिरातींशिवाय आणि प्रायोजकांशिवाय २४ तास चालणारा व आपलं पूर्ण मनोरंजन करणारा रेडिओ.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/marathi-tarang.png,
MGM Radio 90.8,blob:https://liveradios.in/50edf58a-e059-4e5c-8c1a-82b3f004e8fe,"“RADIO MGM 90.8 FM” is an ardent and enthusiastic community radio station that nurture educational fields and society within 35-km radius in and around Aurangabad. It is a voice of a local mode that defines itself as an autonomous entity and relies on the community for its survival without any commercial aims or objectives driven by the community well-being. Our radio stations broadcast essential and informatory programs based on educational, social issues, entertainment & cultural activities. MGM Community Radio is a program conceived, devised, developed and managed by the Community which encourages local artists & groups for creating perceptions on different issues.
Listen to MGM community radio online from Aurangabad Maharashtra
Programs of MGM Radio:
Informative programs,Educational programs,Social programs,Entertainment programs,Cultural programs
Contact: Whatsapp No.: 8459596970 Landline: 0240-2487908 E mail: radiomgm908@gmail.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mgm-radio-aurangabad.jpg,,
FM 90.4 Cotton City Akola,blob:https://liveradios.in/693d5347-5e3e-47b4-bb47-c2320ae08f53,FM 90.4 Cotton City Akola is a Marathi Community radio station broadcasting from Akola. Radio 90.4 cotton city Akola is a unit of A.C.J.M.C Akola.Listen to FM 90.4 Cotton City Akola radio station online only on Liveradios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/cottancity-1.jpg,,
Parijat Radio,https://parijatradio.radioca.st/stream,"parijat radio is Marathi internet radio station from Ratnagiri. Maharashtra S, INDIA. Fresh programs are broadcasted every Thursday at 7 am, and it is re-broadcasted for next 24 hrs. Fresh songs program is broadcasted every Sunday at 7 am and it is re-broadcasted for next 24 hrs. On rest of the days, old programs are re-broadcasted. Parijat Radio promotes amateur singers and talkers, writers etc.Listen to Parijat Radio Marathi radio station online.
पारिजात रेडिओ",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/prajit-radio.jpg,,
Ratnagiri Fresh FM,https://stream.zeno.fm/rxq8uv39c8zuv,RATNAGIRI FRESH FM 103.9 MHz lets play FM radio station for music lovers playing Marathi and Hindi songs.Ratnagiri Fresh FM 103.9 is broadcasting online from Ratnagiri Maharashtra.Ratnagiri Fresh FM Letes you enjoy non stop Marathi and hindi film songs online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/ratnagiri-fresh-fm.jpg,,
